77,93
23,8
40,11
22,44
12,25
0,30
60,70
53,25
73,5
53,87
67,34
60,90
18,33
74,56
53,14
44,56
5,97
54,46
63,87
67,41
91,90
88,12
75,46
53,60
55,82
59,29
14,4
22,10
59,30
57,39
31,41
15,52
20,49
24,43
86,14
94,75
46,86
66,22
50,58
3,41
98,48
18,58
28,73
65,14
10,60
66,54
74,83
12,19
26,74
80,68
62,89
96,23
23,12
35,62
0,77
95,70
95,50
68,59
78,68
58,23
50,34
88,56
32,97
61,7
79,73
39,16
6,26
33,61
15,42
58,20
36,86
49,75
51,3
49,15
20,71
52,63
98,2
46,44
26,26
68,61
75,61
43,88
41,61
8,4
71,60
2,44
4,80
7,95
84,64
86,31
72,18
99,53
5,12
24,56
43,74
9,82
66,17
16,16
62,29
65,74
25,16
52,34
35,63
19,70
95,49
98,2
14,11
53,37
90,86
56,55
5,66
92,96
82,11
87,11
9,9
64,73
19,22
65,2
83,29
71,67
65,55
75,80
84,14
17,50
69,5
2,29
70,98
19,9
21,4
3,16
67,4
90,84
2,89
21,48
94,68
97,99
8,5
33,10
9,36
18,24
94,43
31,25
70,36
13,90
50,88
18,30
94,53
65,21
89,0
12,39
65,34
78,72
59,43
26,31
75,60
22,29
17,64
22,97
55,98
1,33
96,94
17,53
98,89
19,88
5,42
5,13
47,39
88,55
3,84
34,28
43,49
69,12
85,78
23,41
82,36
73,96
98,17
12,15
23,5
83,63
64,37
43,64
94,34
81,6
73,99
79,49
37,51
38,90
71,67
62,97
41,86
33,61
89,79
0,37
83,97
28,19
23,53
42,74
35,42
9,86
46,43
25,49
50,1
86,56
75,39
45,64
15,48
9,60
4,85
70,43
30,69
99,38
10,30
14,94
50,57
71,26
43,86
65,64
69,77
3,36
46,10
40,57
9,62
44,52
33,80
98,94
51,80
4,64
14,81
86,43
99,27
27,59
27,93
29,98
6,49
53,94
63,81
86,61
81,90
32,5
6,60
9,78
90,1
93,97
40,51
10,82
3,14
57,60
59,8
8,18
36,77
10,22
66,86
15,16
51,24
20,55
90,10
38,7
74,61
55,34
43,22
39,96
0,43
40,50
62,24
12,36
12,55
90,67
57,87
43,10
55,71
82,30
89,19
41,28
33,29
43,19
6,45
63,23
63,56
33,10
57,26
80,39
65,29
28,34
28,77
86,40
69,99
43,57
43,91
37,36
18,27
7,11
3,15
98,33
6,85
3,49
8,54
39,0
53,21
15,79
84,4
39,39
13,33
51,63
62,19
94,28
21,14
12,15
38,54
5,39
92,10
87,8
26,0
28,38
59,1
99,36
32,40
36,47
71,21
84,9
72,19
59,71
85,73
10,70
34,90
69,54
0,71
65,13
35,35
87,22
54,74
83,44
30,1
59,26
82,80
80,52
73,18
77,3
71,93
76,42
29,82
51,23
84,27
26,24
45,40
36,9
52,30
43,17
54,13
15,33
37,39
84,22
92,7
89,68
40,0
78,80
96,16
46,7
61,91
55,49
40,26
72,57
98,15
5,68
96,23
73,4
20,41
22,93
38,63
85,96
47,11
44,70
86,66
28,38
38,26
45,75
1,9
74,31
41,0
57,21
65,29
70,24
91,63
38,37
53,83
75,19
68,67
73,4
67,57
50,82
40,23
66,60
1,57
34,57
63,13
18,57
35,3
90,10
42,57
22,82
83,68
33,38
62,60
53,32
20,93
98,22
23,50
64,59
25,96
94,5
61,16
50,89
85,82
25,58
61,5
59,50
29,96
50,6
74,10
14,93
52,57
31,77
15,29
3,19
1,4
90,51
72,46
25,90
92,20
44,97
87,61
42,80
36,24
59,91
97,63
38,84
9,67
71,63
94,90
81,5
22,22
46,75
80,5
64,43
88,34
29,41
34,93
57,99
33,33
18,70
13,8
3,54
96,92
91,78
4,83
54,73
37,10
35,7
18,1
19,47
80,3
6,11
7,89
65,17
1,71
9,90
91,90
90,13
4,23
4,90
81,98
37,82
90,82
33,88
65,28
98,59
2,35
75,22
10,77
3,15
29,99
22,24
65,15
36,96
83,30
79,54
34,62
53,81
88,85
74,54
54,87
40,47
75,2
50,68
29,61
99,47
19,5
33,9
78,66
18,96
76,89
61,21
26,86
45,97
63,79
80,58
22,4
63,29
12,95
56,46
84,91
92,1
53,44
50,77
44,38
7,16
35,64
38,35
34,51
45,35
24,8
87,99
37,21
3,16
28,48
15,37
26,17
47,14
89,68
34,42
42,31
96,94
88,55
58,96
62,16
26,14
82,73
47,89
61,76
49,1
61,35
27,96
39,20
66,71
11,19
66,69
17,5
12,19
64,17
49,59
70,69
87,76
61,85
78,64
21,94
77,7
41,35
69,29
79,10
85,85
59,52
57,71
92,53
91,78
77,93
48,96
91,29
67,42
61,41
16,33
57,89
34,17
31,45
35,22
61,8
32,39
68,27
55,44
73,37
33,61
18,84
15,70
67,4
92,63
22,27
71,32
64,57
15,74
40,52
79,51
35,22
91,71
58,85
86,0
62,98
47,3
70,18
98,79
24,32
61,68
4,62
51,81
89,18
62,79
43,60
96,50
70,55
57,3
70,33
1,78
28,40
39,8
58,72
64,74
18,29
23,91
39,43
57,9
4,62
85,70
20,97
39,0
6,11
29,93
34,42
34,59
35,9
19,60
43,83
67,27
1,35
40,17
43,6
71,85
65,70
86,8
19,67
86,44
53,89
1,39
95,31
30,97
1,29
14,10
63,59
19,10
5,40
87,71
33,64
9,43
6,35
97,12
84,21
74,12
22,92
18,30
45,58
74,7
29,87
50,52
55,96
16,82
83,9
28,31
48,10
35,80
84,60
97,97
91,55
65,4
15,74
45,16
14,91
5,54
8,99
37,89
33,26
77,16
92,28
79,8
6,67
73,34
15,40
19,30
95,30
9,47
23,44
20,79
34,97
82,15
57,19
60,34
59,98
91,45
14,69
51,13
82,18
86,14
27,91
40,91
11,25
38,56
77,16
34,55
68,34
77,5
37,39
33,65
59,39
77,25
94,31
88,33
9,64
86,75
54,53
56,38
28,72
7,25
13,83
35,51
44,50
61,22
4,57
78,95
54,51
87,73
14,47
58,93
19,68
6,97
14,25
84,51
95,68
29,55
24,76
35,12
96,2
40,26
84,56
72,45
1,31
37,61
43,6
86,87
0,91
37,33
24,74
49,69
77,36
57,99
78,89
54,4
96,95
92,1
12,51
89,99
78,16
90,80
63,98
89,36
29,32
33,72
28,67
49,48
72,12
72,52
20,98
9,76
51,14
26,86
55,49
90,67
96,66
78,72
82,99
62,84
6,27
95,63
32,79
31,15
70,49
80,11
13,46
59,51
23,90
67,31
14,44
75,38
63,13
95,72
5,17
71,49
97,52
62,48
80,64
76,7
20,76
85,93
12,92
20,66
71,48
94,34
58,77
60,61
5,20
2,77
18,48
21,43
63,43
91,53
75,98
68,31
70,69
0,39
91,26
90,7
87,54
29,9
83,76
70,45
77,79
17,40
57,97
16,55
97,80
71,64
9,55
6,39
25,68
83,80
61,19
97,34
74,77
54,51
66,15
83,59
51,69
38,63
43,21
61,82
7,17
11,50
65,5
59,90
11,25
60,83
16,64
75,2
91,34
7,93
95,38
30,56
51,85
53,50
81,74
71,45
78,68
29,22
53,47
68,16
94,4
44,5
86,49
89,64
40,68
12,51
82,0
72,49
4,14
30,50
47,4
19,61
61,70
79,46
12,41
1,77
13,10
91,10
20,34
89,76
58,88
31,98
65,19
20,85
81,37
67,38
22,8
63,83
4,91
95,35
46,47
38,86
24,46
15,73
77,35
53,96
38,39
37,68
65,16
15,57
11,9
57,0
56,4
44,17
41,42
59,72
12,53
15,24
64,22
72,72
75,57
56,14
70,56
69,2
41,27
86,50
70,64
45,38
12,3
9,95
27,29
26,16
52,75
77,41
24,21
97,71
68,87
89,87
92,73
73,92
